repo_owner,repo_name,username,date,total_additions,total_deletions,commit_count,pr_count,issue_count
fdiyeflw,Edge-AI,fdiyeflw,2022-02-05,224,0,2,0,0
fdiyeflw,Edge-AI,fdiyeflw,2022-05-06,66,0,1,0,0
fdiyeflw,Logic-and-Computer-Design,fdiyeflw,2020-05-11,1542,0,1,0,0
fdiyeflw,Logic-and-Computer-Design,fdiyeflw,2020-08-03,1313,0,1,0,0
fdiyeflw,Natural-Language-Processing,fdiyeflw,2021-07-16,28,12,1,0,0
jocqxmgm,PS,jocqxmgm,2022-11-29,149,0,1,0,0
fdiyeflw,Natural-Language-Processing,fdiyeflw,2021-07-15,700,7,2,0,0
fdiyeflw,Natural-Language-Processing,fdiyeflw,2021-07-24,72,0,1,0,0
fdiyeflw,Pattern-Matching-based-Reward-App,fdiyeflw,2022-12-04,2,0,1,0,0
fdiyeflw,Problem-Solving,fdiyeflw,2023-01-31,492,3,2,0,0
yltpfesp,arspraxia,trcohqhv,2022-08-12,143,83,2,0,0
yltpfesp,arspraxia,trcohqhv,2022-08-11,245,118,1,0,0
yltpfesp,arspraxia,zbueuehl,2022-08-12,15,2,1,0,0
qxlotyzd,server,bgznxfja,2021-01-11,1,0,1,0,0
zelgxhbf,sre-tests,yewgoqxc,2021-06-28,76157,9,34,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-11-03,73,0,1,0,0
zelgxhbf,sre-tests,yewgoqxc,2021-07-26,2230,2230,5,0,0
asvpyioe,GITTIUP,asvpyioe,2020-08-11,6,2,3,0,0
zelgxhbf,sre-tests,yewgoqxc,2022-01-12,79974,37110,10,0,0
nhaqcrjd,judge-server,fovhdtqk,2021-10-25,6404,1,3,1,0
zelgxhbf,sre-tests,yewgoqxc,2021-12-24,996,996,2,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-01-26,94,62,7,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-02-08,22469,33959,9,0,0
nhaqcrjd,skku-coding-platform,wkfqtpcc,2021-07-02,21,4,3,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-01-29,178,1029,11,0,0
nhaqcrjd,skku-coding-platform,bdsajtbw,2021-01-26,0,12,2,0,0
zelgxhbf,sre-tests,yewgoqxc,2021-07-13,18842,17230,3,0,0
nhaqcrjd,skku-coding-platform,wkfqtpcc,2021-11-04,6,6,1,0,0
asvpyioe,Hexlant,asvpyioe,2020-07-13,91,79,2,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-01-25,43,15,4,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-01-23,16,374,2,0,0
nhaqcrjd,skku-coding-platform,ixdwevda,2021-08-25,17,3,3,0,0
nhaqcrjd,sources,fovhdtqk,2020-10-08,570,500,16,1,0
nhaqcrjd,skku-coding-platform,kvmjcomv,2021-07-02,1,0,1,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-07-13,78,13,4,0,0
asvpyioe,pullrequeprac,asvpyioe,2020-11-30,2,1,1,0,0
anwgvswa,MAV,lejnzilo,2023-02-12,65,23,2,0,0
anwgvswa,MAV,lejnzilo,2023-02-21,336,114,2,0,0
asvpyioe,todoapp,asvpyioe,2022-06-19,58396,27329,3,0,0
fuolkogo,car_damage_detection_damage,fuolkogo,2022-12-15,1,889172,2,0,0
nhaqcrjd,website,yojatftx,2021-02-27,8,16,1,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-09-09,0,3,1,0,0
fuolkogo,OSS_Profile,fuolkogo,2021-05-02,126,2,4,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-06-27,94,13,3,0,0
fuolkogo,SCA_api,fuolkogo,2022-12-23,375686,65641,1,0,0
nhaqcrjd,website,yojatftx,2021-02-10,193,7,3,0,0
fuolkogo,SCA_api,fuolkogo,2022-12-27,13,7,1,0,0
nhaqcrjd,website,yojatftx,2021-02-25,220,226,2,1,0
nhaqcrjd,website,fovhdtqk,2021-01-27,24705,12414,7,0,0
flhwgvph,SKKU-Metaversity,lejnzilo,2021-12-01,279465,192,1,0,0
nhaqcrjd,website,fovhdtqk,2021-01-30,4,1,2,1,0
nhaqcrjd,skku-coding-platform,kvmjcomv,2021-07-20,43,32,3,0,0
fuolkogo,SCA_api,fuolkogo,2022-12-21,253,0,1,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-09-22,453,2,1,0,0
nhaqcrjd,website,yojatftx,2021-01-30,14873,614,8,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-10-04,24,0,1,1,0
nhaqcrjd,website,yojatftx,2021-02-06,14,4,3,1,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-09-08,16,5,4,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-09-15,599,128,12,1,0
nhaqcrjd,skku-coding-platform,wkfqtpcc,2021-11-08,6,1,1,0,0
nhaqcrjd,website,yojatftx,2021-01-29,324,59,3,1,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-11-02,73,0,1,1,0
nhaqcrjd,website,fovhdtqk,2021-02-10,147,16,2,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-02-13,103,12,2,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-20,20,4,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-01,804,87,1,0,0
znjeintc,mvp-backend,saxtahjt,2023-01-31,6,3,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-10-26,127,94,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-22,102,78,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-06-30,316,177,2,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-08-11,1006,558,3,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-08-14,125,297,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-12,18,0,1,0,0
znjeintc,mvp-backend-nestjs,pwontmnm,2022-07-26,1314,167,7,3,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-22,198,396,2,0,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-07-05,23116,17177,11,1,0
wgwetnwn,oss-project,tslajkif,2021-11-28,278,122,4,0,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-08-05,241,4,2,1,0
uwcmlrne,routine,yewgoqxc,2021-11-26,12124,843,23,1,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-07-11,2008,761,5,1,0
znjeintc,mvp-backend-nestjs,pwontmnm,2022-07-19,2342,1010,6,3,0
pdurnsso,charm_shin_han,srpmrxlr,2021-07-15,1,3,2,0,0
pdurnsso,charm_shin_han,qgdhkmlm,2021-07-14,127,154,12,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-18,1876,580,13,0,0
pdurnsso,charm_shin_han,qgdhkmlm,2021-07-19,154,127,21,0,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-08-17,236,82,4,2,0
pdurnsso,charm_shin_han,xkczkcsu,2021-11-15,52,20,4,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-07-12,1721,773,8,0,0
znjeintc,mvp-backend-nestjs,pwontmnm,2022-07-11,71,31,1,1,0
znjeintc,mvp-frontend,kkgolznk,2021-11-22,334,310,6,1,0
znjeintc,mvp-frontend,kkgolznk,2021-11-15,230,84,11,2,0
pdurnsso,charm_shin_han,srpmrxlr,2021-08-06,4,4,1,0,0
pdurnsso,charm_shin_han,xkczkcsu,2021-12-09,254,9,2,1,0
pdurnsso,data_maker,qgdhkmlm,2021-08-09,113,1,4,0,0
znjeintc,mvp-frontend,kkgolznk,2022-02-03,261,147,2,0,0
znjeintc,mvp-frontend,xajrcepx,2023-01-26,16,0,1,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-14,110,201,11,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-22,53,35,11,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-18,28,39,7,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-12,250,140,17,0,0
znjeintc,mvp-frontend,kkgolznk,2022-02-11,90,32,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-02-07,1686,919,7,1,0
pdurnsso,kobart_generation,qluztmzh,2021-11-21,37,32,10,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-25,0,24,1,0,0
znjeintc,mvp-frontend,kkgolznk,2021-11-27,509,0,1,0,0
pdurnsso,pook-shin-han,qgdhkmlm,2021-07-01,38,21,5,0,0
pdurnsso,pook-shin-han,qgdhkmlm,2021-06-28,36,8,2,0,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-06-23,42128,266,5,0,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-07-01,2,2,2,0,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-11-30,7,7,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-11,415,191,4,0,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-08-12,1,1,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2022-06-17,19,0,1,0,0
etexwpjb,Skkrypto_7th_Team_A_Project,skmbjsky,2021-05-18,86,47,2,0,0
hesoetgq,homepage,bcfuwjgz,2022-06-12,23,14,3,2,0
jlrceqjv,2022spring_42class_team4,ysvczkmr,2022-05-15,0,0,3,0,0
xiohtxzu,School_FAQs,bdsajtbw,2021-03-01,2,0,1,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-10-10,93,54,6,0,0
msmfsezw,backend,iordbryv,2022-12-20,102,114,4,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-06-17,503,1,3,1,0
msmfsezw,backend,gfzpdlnx,2022-06-24,18,0,1,0,0
msmfsezw,backend,iordbryv,2022-12-19,2,1,1,0,0
msmfsezw,backend,iordbryv,2022-06-21,129,0,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2022-08-04,2,2,1,0,0
msmfsezw,cs-flow,iordbryv,2022-12-20,19,18,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-12-02,144,74,2,1,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-08-17,163,84,2,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-11-20,2,4,1,0,0
msmfsezw,frontend,iordbryv,2022-06-20,29154,62,3,0,0
msmfsezw,frontend,iordbryv,2022-06-24,179,67,1,0,0
oxvviemn,kingo_front,lmpefzva,2022-06-30,79985,623,11,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-11-06,141,196,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-02-16,914,193,7,1,0
oxvviemn,kingo_front,lmpefzva,2022-10-10,422,86,8,3,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-09-01,27,7,1,0,0
oxvviemn,kingo_front,lmpefzva,2022-10-11,1105,1163,9,1,0
oxvviemn,kingo_front,omdfglzk,2022-11-02,9,5,3,0,0
oxvviemn,kingo_front,lmpefzva,2022-11-13,520,108,6,0,0
oxvviemn,kingo_front,lmpefzva,2022-07-10,119,73,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-11-29,83,79,4,0,0
oxvviemn,kingo_front,lmpefzva,2022-10-30,95,16,1,0,0
ovhmpear,skku-woongjin,syourzhy,2022-12-28,3,3,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-17,238,130,8,2,0
amlwhxcp,skkud-backend,brfrabfj,2022-11-21,57,20,1,0,0
bbgdfyjw,about,fovhdtqk,2022-10-04,21,0,1,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-06-21,581,114,4,0,0
bbgdfyjw,codedang,wkfqtpcc,2022-09-12,751,205,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2023-02-13,244,108,4,2,0
bbgdfyjw,codedang,fovhdtqk,2022-09-21,6,52,1,1,0
bbgdfyjw,codedang,wkfqtpcc,2022-04-04,296,6,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-29,745,247,7,0,0
bbgdfyjw,codedang,omdfglzk,2023-02-19,482,18,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-06-27,445,49,2,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-21,130,47,3,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-08-04,426,375,6,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-25,472,548,7,2,0
bbgdfyjw,codedang,yewgoqxc,2023-02-15,89,59,2,2,1
bbgdfyjw,codedang,fovhdtqk,2022-04-03,272,89,2,1,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-08-14,54,19,3,0,0
bbgdfyjw,codedang,fovhdtqk,2022-03-06,21,0,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-06-28,363,34,3,0,0
bbgdfyjw,codedang,fovhdtqk,2022-03-21,5897,551,1,1,0
bbgdfyjw,codedang,fovhdtqk,2023-02-14,1,1,1,1,0
bbgdfyjw,codedang,yewgoqxc,2023-02-24,385,447,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-12-27,114,124,2,0,0
bbgdfyjw,next,yewgoqxc,2022-07-30,15,0,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-11,334,121,3,0,0
bbgdfyjw,next,yewgoqxc,2022-12-30,69,49,1,0,0
bbgdfyjw,next,yewgoqxc,2022-12-21,6,0,1,1,1
bbgdfyjw,next,yewgoqxc,2023-01-19,26,43,1,0,0
bbgdfyjw,next,fovhdtqk,2023-01-06,36,31,2,2,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-13,433,238,4,0,0
bbgdfyjw,next,fovhdtqk,2022-12-23,49,0,1,1,0
bbgdfyjw,next,fovhdtqk,2022-11-02,1,1,1,1,1
bbgdfyjw,next,asvpyioe,2023-01-20,535,15,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-30,482,436,5,1,0
bbgdfyjw,next,yewgoqxc,2023-02-08,798,1218,1,0,0
bbgdfyjw,next,fovhdtqk,2022-03-06,21,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-09-06,474,0,1,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-08-05,2348,1515,4,0,0
bbgdfyjw,next,yewgoqxc,2022-09-25,9,1,1,1,1
ghkckamf,BOJ,ghkckamf,2021-07-10,1,5,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-11-06,50,32,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-10-04,273,24,2,1,0
bbgdfyjw,next,fovhdtqk,2022-08-27,146,2,1,0,0
ghkckamf,BOJ,ghkckamf,2021-09-02,446,0,1,0,0
bbgdfyjw,next,fovhdtqk,2023-01-15,298,163,1,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-06,183,278,6,1,0
ghkckamf,BOJ,ghkckamf,2021-08-29,676,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-08-12,482,0,1,0,0
ghkckamf,OpenSourceTest,ghkckamf,2022-11-01,114,0,1,0,0
ghkckamf,OpenSourceTest,ghkckamf,2022-10-25,71,0,1,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-02-05,1653,819,38,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-11-22,104,78,2,0,0
ghkckamf,OSSP_Lab11,ghkckamf,2022-11-08,22,0,1,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-07-20,415,125,4,0,0
ghkckamf,OSSP_Team9,ghkckamf,2022-12-02,151,15,9,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-05,2538,459,3,0,0
ghkckamf,OSSP_Team9,ghkckamf,2022-11-24,167,164,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-01-29,178,1029,11,0,0
ghkckamf,skku-stat-his2019,ghkckamf,2022-10-11,224,0,2,0,0
toyykhkp,information,toyykhkp,2021-11-07,67,0,1,0,0
nrcdefqr,2021fall_41class_team14,ppicncro,2021-11-27,0,0,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2023-01-16,214,66,4,2,0
nrcdefqr,2021fall_41class_team14,asvpyioe,2021-11-27,16,8,6,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-03-20,3854,4231,4,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-14,113,39,1,0,0
nrcdefqr,2021fall_41class_team14,ppicncro,2021-11-17,2,1,4,0,0
bbgdfyjw,skku-coding-platform,bdsajtbw,2021-01-26,0,12,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-09-18,230,264,8,0,0
bbgdfyjw,skku-coding-platform,omdfglzk,2022-01-06,38,4,1,0,0
nrcdefqr,2021fall_41class_team14,lcizbtay,2021-11-29,2,0,1,0,0
bbgdfyjw,skku-coding-platform,yewgoqxc,2022-04-12,559,203,11,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-10-30,14245,1400,8,0,0
nrcdefqr,2021fall_41class_team6,vcqjzepb,2021-10-31,0,0,1,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-11-04,10605,4621,1,0,0
bbgdfyjw,skku-coding-platform,ixdwevda,2021-07-05,412,366,6,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-11-23,72782,6530,1,0,0
nrcdefqr,2021fall_41class_team6,lbfgdond,2021-11-06,142056,41951,2,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-11-19,0,0,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-02-27,18,16,4,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-12-13,4,1,2,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-11-26,1,0,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-07-03,111,315,4,1,1
nrcdefqr,2021spring_41class_team14,bwbhqlak,2021-05-25,0,0,1,0,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2021-07-02,1,0,1,1,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-12-11,8,1,1,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-11-03,2975,19271,3,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-12,155,14,3,1,0
nrcdefqr,2022fall_41class_team4,otfgeisq,2022-11-28,72,111,2,0,0
nrcdefqr,2022fall_41class_team4,otfgeisq,2022-11-20,542,104,2,1,0
nrcdefqr,2022fall_41class_team4,otfgeisq,2022-11-30,20,1,1,0,0
nrcdefqr,2022fall_41class_team4,otfgeisq,2022-11-24,54,22,2,0,0
nrcdefqr,2022fall_41class_team6,cmltaexl,2022-12-01,12,12,4,2,0
anprrcqo,Calendar,anprrcqo,2021-05-16,195,40,3,0,0
anprrcqo,Calendar,anprrcqo,2021-05-07,114,10,3,0,5
anprrcqo,Calendar,anprrcqo,2021-05-26,2,1,1,1,0
anprrcqo,Calendar,anprrcqo,2021-05-22,1,2,1,0,0
bbgdfyjw,skku-coding-platform,bdsajtbw,2021-01-19,0,4,1,0,0
anprrcqo,file_compressor,anprrcqo,2022-02-06,409,28,6,0,0
anprrcqo,java_snake,anprrcqo,2021-05-26,484,43,8,2,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-02-26,5433,4636,12,0,0
anprrcqo,java_snake,anprrcqo,2021-05-30,259,31,2,0,0
anprrcqo,PS,anprrcqo,2022-03-08,126,21,4,0,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-10-11,21138,0,2,0,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-12-01,102,42,8,1,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-10-10,10593,15,2,1,0
anprrcqo,PS,anprrcqo,2022-02-28,32,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-25,157,19,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-01-30,81,58,1,0,0
anprrcqo,PS,anprrcqo,2022-03-19,102,0,1,0,0
anprrcqo,PS,anprrcqo,2022-03-10,11,14,1,0,0
anprrcqo,PS,anprrcqo,2022-05-29,195,27,2,0,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2021-07-20,43,32,3,1,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-11-04,368,59,1,0,0
anprrcqo,PS,anprrcqo,2022-05-30,181,3,2,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-12-02,354,43,3,0,0
anprrcqo,PS,anprrcqo,2022-03-21,61,0,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-02-07,2,2,1,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-11-28,14,3,2,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2021-07-12,1,1,1,0,0
anprrcqo,PS,anprrcqo,2022-05-16,79,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-24,96,0,1,0,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2021-12-21,272,104,4,0,0
bbgdfyjw,skku-coding-platform,omdfglzk,2022-01-11,2,1,1,0,0
anprrcqo,PS,anprrcqo,2022-03-01,92,14,2,0,0
anprrcqo,PS,anprrcqo,2022-04-13,102,19,2,0,0
anprrcqo,PS,anprrcqo,2022-04-28,136,0,1,0,0
bbgdfyjw,skku-coding-platform,bdsajtbw,2021-01-24,99,33,3,1,0
anprrcqo,PS,anprrcqo,2022-04-21,146,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-03,81,0,1,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-12-09,55,21,2,0,0
anprrcqo,PS,anprrcqo,2022-04-05,71,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-09,141,0,1,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-12-12,677,70,2,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-11-27,1,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-15,84,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-19,70,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-13,116,0,1,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-06-08,10,2,5,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-01-01,3,1,1,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-20,79,653238,5,0,0
anprrcqo,PS,anprrcqo,2022-03-06,92,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-25,85,0,1,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-04-03,179709,10,6,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-15,5238,18,5,0,0
anprrcqo,PS,anprrcqo,2022-03-27,78,0,1,0,0
anprrcqo,PS,anprrcqo,2022-02-27,109,0,1,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-12-05,504,164,18,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-11-28,27,3,1,0,0
anprrcqo,snake_game,anprrcqo,2021-12-18,22,0,1,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-11-21,4,10,2,0,1
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-12-07,777,345,28,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-11-27,21,19,3,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-10-24,869,27,8,0,1
anprrcqo,System_Programming_Lab,anprrcqo,2021-11-15,647,15,5,2,0
mfupziin,Flea-Market-Project,mfupziin,2022-11-29,630,0,1,0,0
bbgdfyjw,skku-coding-platform,sehqoxby,2021-10-30,2,0,1,0,0
mfupziin,My-BOJ,mfupziin,2021-01-14,158,0,5,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-01-07,5,5,1,0,0
fcaufnhg,SKKU-OSS-TEAM20,ciklsoxo,2022-05-02,54484,0,1,0,0
mfupziin,My-BOJ,mfupziin,2021-01-16,45,0,1,0,0
bbgdfyjw,skkuzzim,asvpyioe,2023-01-10,15251,39,8,0,2
mfupziin,My-BOJ,mfupziin,2019-04-21,82,0,1,0,0
mfupziin,Son-GyeongSik,mfupziin,2021-01-19,26,3,6,0,0
bmoqdkkf,2020312668-stat,bmoqdkkf,2021-10-12,104,0,1,0,0
bmoqdkkf,2021_2_OSS,bmoqdkkf,2021-11-23,5,0,5,0,0
bmoqdkkf,2021_2_OSS,bmoqdkkf,2021-09-14,6,1,13,0,0
bmoqdkkf,Lab4,bmoqdkkf,2021-10-03,49,17,4,0,0
tglnnpqf,Airflow-DiscordBotOperator,tglnnpqf,2021-09-19,48,3,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-19,139,125,7,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-29,399,143,4,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-11,112,0,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-18,43,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-27,110,0,4,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-15,196,4,7,0,0
tglnnpqf,SKKU-Notification-Bot,tglnnpqf,2021-10-06,9,5,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-07-05,195,28,9,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-26,129,31,4,0,0
tglnnpqf,Sonins,tglnnpqf,2022-02-25,19,1,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-25,182,3,13,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2022-01-20,1221,17,8,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2022-01-24,52,201,13,0,0
tglnnpqf,Algo,tglnnpqf,2020-04-10,184,18,4,0,0
tglnnpqf,Algo,tglnnpqf,2022-01-20,29,0,1,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2021-09-14,5040,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2021-02-02,24,2,3,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-13,73,0,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-07-07,238,1,7,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-31,32,4,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-08,122,0,2,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2021-12-06,137,17,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-12-25,124,0,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-04,43,4,3,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-12,144,14,5,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-23,159,1,7,0,0
tglnnpqf,Algo,tglnnpqf,2022-01-13,40,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-22,165,0,6,0,0
tglnnpqf,yolo-conf,tglnnpqf,2022-04-21,2,2,1,0,0
anfgbhts,repair_method_prediction,fuolkogo,2023-02-04,280,72,3,0,0
lyoywcia,ml-study,lyoywcia,2022-09-18,793,0,4,0,0
tglnnpqf,Algo,tglnnpqf,2020-06-15,0,342,1,0,0
anfgbhts,SCA_api,fuolkogo,2022-12-23,375686,65641,1,0,0
pwiraumb,backEnd_study,pwiraumb,2021-06-26,90534,6,10,0,0
pwiraumb,backEnd_study,pwiraumb,2021-07-16,187067,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-03,57,0,1,0,0
anfgbhts,SCA_api,fuolkogo,2022-12-27,13,7,1,0,0
anfgbhts,SCA_api,fuolkogo,2023-02-09,90,154,1,0,0
tglnnpqf,compiler-PL21,tglnnpqf,2021-05-25,14,0,2,0,0
tglnnpqf,compiler-PL21,tglnnpqf,2021-06-08,164,608,6,0,0
